geohash,value
xneucd5e2,49.0
xneucd5k0,54.0
xneucd5rp,55.0
xneucd5z4,48.0
xneucd7f1,54.0
xneucdgz5,46.0
xneucdgzp,50.0
xneucdgzx,49.0
xneucdk4x,53.0
xneucdkj1,51.0
xneucdkrg,53.0
xneucdkt7,57.0
xneucdkzv,61.0
xneucdpye,60.0
xneucdqvg,51.0
xneucdqyc,52.0
xneucdr6x,46.0
xneucdr72,57.0
xneucdr94,58.0
xneucdrb3,45.0
xneucdrhv,51.0
xneucdsdn,54.0
xneucdsg3,56.0
xneucdstr,54.0
xneucdt4h,61.0
xneucdt7u,60.0
xneucdtgf,42.0
xneucdtmt,55.0
xneucdtpm,53.0
xneucdtpx,43.0
xneucdtqb,37.0
xneucdtqq,52.0
xneucdtub,51.0
xneucdu6m,53.0
xneucdu76,49.5
xneucdu7u,54.0
xneucdu8h,52.0
xneucduc4,50.0
xneucduc8,35.0
xneucducs,47.0
xneucdue6,47.0
xneucduhv,48.0
xneucduk5,36.0
xneucdum2,48.0
xneucdun3,41.0
xneucdv09,45.0
xneucdv0d,44.583333333333336
xneucdv0e,42.0
xneucdw2e,46.0
xneucdw3j,50.0
xneucdw4f,48.0
xneuce5b7,48.0
xneuce5bc,41.0
xneuce5d4,50.0
xneuce5dg,40.0
xneuce5dm,52.0
xneuce5du,47.0
xneuce5e4,47.0
xneuce5e5,42.5
xneuce5m7,48.0
xneuce5qs,48.0
xneuce5r7,44.0
xneuce5rh,53.0
xneuce5s2,44.0
xneuce5sb,49.0
xneuce70y,43.0
xneuce72f,57.0
xneuce74x,42.0
xneuce75p,47.0
xneuce761,54.0
xneuce7he,46.0
xneuce7k2,54.0
xneuce7nr,57.0
xneuce7nw,41.0
xneuce7nx,51.0
xneuce7nz,55.57142857142857
xneuce7pr,49.5
xneucee0e,49.0
xneucee0z,52.0
xneucee4r,38.0
xneucee70,47.0
xneucee73,50.0
xneuceejm,56.0
xneuceeq1,35.0
xneuceeq6,50.0
xneuceeqd,46.0
xneuceg1w,57.0
xneuceg34,36.0
xneuceg3e,48.0
xneuceg3g,55.0
xneuceg5j,62.5
xneuceg5m,60.0
xneuceg5q,55.0
xneuceg7e,37.0
xneucegks,45.0
xneucegms,43.0
xneucegnp,52.0
xneucegqu,37.8
xneucegru,39.0
xneucegrv,48.0
xneucf030,58.0
xneucf03c,46.0
xneucf04t,57.0
xneucf05f,60.0
xneucf05n,42.1
xneucf05p,47.0
xneucf05w,44.0
xneucf0j9,49.0
xneucrrbv,55.0
xneucrrby,50.0
xneucrrc3,58.0
xneucrrsm,54.0
xneucrrst,51.0
xneucrrt1,58.0
xneucrrth,59.0
xneucrwyj,54.0
xneucrwzs,59.0
xneucrx23,53.0
xneucrx2j,48.0
xneucrx36,60.0
xneucrx4u,52.0
xneucrx5s,43.0
xneucrx60,56.0
xneucrxj6,67.0
xneucry9m,57.0
xneucryb4,40.0
xneucryc4,65.0
xneucryeg,36.0
xneucrykr,58.0
xneucryqj,58.0
xneucryqk,51.6
xneucryqm,47.857142857142854
xneucryrr,57.0
xneucryrw,36.0
xneucrysf,63.0
xneucrysh,62.0
xneucs53v,53.0
xneucs562,53.0
xneucs56k,42.0
xneucs56v,46.0
xneucs5mm,42.0
xneucs5qc,52.0
xneucs5qj,49.0
xneucs5qk,43.0
xneucs72t,40.0
xneucs76m,50.0
xneucs76u,42.0
xneucs779,51.0
xneucs7km,41.0
xneucs7qm,52.0
xneucs7rk,44.0
xneucse21,49.0
xneucse2j,45.0
xneucse6k,55.0
xneucse7s,37.0
xneucse7t,44.0
xneucsekc,49.0
xneucseqh,52.0
xneucseqv,41.0
xneucsere,39.0
xneucsg32,55.0
xneucsg65,47.0
xneucsg6h,42.0
xneucsg77,43.0
xneucsgjx,55.0
xneucsgmk,42.0
xneucsgq4,44.0
xneucsgr6,42.0
xneuct51q,53.0
xneuct52e,41.0
xneuct53c,44.0
xneuct570,45.0
xneuct57c,39.0
xneuct5ht,55.0
xneuct5jx,44.0
xneuct5nx,48.0
xneuct5pe,59.0
xneuct5r0,33.0
xneuct70y,43.0
xneuct71y,46.0
xneuct746,60.0
xneuct74r,32.0
xneuct753,62.0
xneuct759,67.14285714285714
xneuct75c,64.0
xneuct75d,68.0
xneuct75w,44.0
xneuct7j9,64.0
xneuct7jr,36.0
xneuct7jt,44.0
xneuct7jy,39.0
xneuct7pw,40.0
xneuct7py,39.0
xneuctdyz,57.0
xneucte00,61.0
xneucte0q,45.0
xneucte0w,50.0
xneucte0y,54.0
xneucte1k,42.0
xneucte1n,41.0
xneucte1v,41.714285714285715
xneucte4k,56.0
xneucte52,59.0
xneucte5m,50.0
xneuctehu,40.0
xneuctejs,58.0
xneuctenh,55.0
xneuctffw,56.0
xneuctfyj,57.0
xneuctg05,42.0
xneuctg15,59.0
xneuctg1k,52.0
xneuctg5d,37.0
xneuctghe,57.0
xneuctghg,53.0
xneuctgnc,42.0
xneuctgpc,51.0
xneucvfr4,48.0
xneucvfr6,29.0
xneucvfsx,37.0
xneucvftd,45.0
xneucvftj,30.0
xneucvfv4,34.0
xneucvfv5,44.0
xneucvfvz,33.0
xneucvfw1,29.0
xneucvfzq,52.0
xneucvgfd,42.0
xneucvgjb,44.0
xneucvgm9,40.0
xneucvgnc,52.0
xneucvgns,35.0
xneucvgs1,44.0
xneucvsrs,49.0
xneucvsvp,54.0
xneucvswm,49.0
xneucvt7f,54.0
xneucvtdg,51.833333333333336
xneucvtdw,46.0
xneucvte4,53.0
xneucvtf4,52.0
xneucvtfx,48.0
xneucvu15,49.0
xneucvwhs,46.0
xneucvwq3,48.0
xneucvxxg,49.0
xneucvy27,51.0
xneucvy88,48.0
xneucvyb6,47.0
xneucvz0n,44.0
xneucw3yz,30.0
xneucw3z9,54.0
xneucw4cf,55.0
xneucw4fn,43.0
xneucw4gj,48.0
xneucw4gu,53.0
xneucw4ts,53.0
xneucw4v8,39.0
xneucw4wt,47.0
xneucw4x7,56.0
xneucw503,52.0
xneucw62z,37.0
xneucw635,49.0
xneucw63v,43.0
xneucw674,58.0
xneucw6h9,52.0
xneucw6hn,33.0
xneucw6jh,40.0
xneucw6n3,58.0
xneucw9bh,40.0
xneucw9c8,35.0
xneucw9c9,62.0
xneucw9db,54.0
xneucw9e7,45.0
xneucw9ed,38.0
xneucw9mt,46.0
xneucw9px,46.0
xneucw9q0,55.0
xneucw9q7,47.0
xneucw9r8,63.0
xneucw9s8,67.0
xneucwbcr,55.0
xneucwbrv,56.0
xneucwbsw,56.0
xneucwbu5,47.0
xneucwbud,50.0
xneucwbwq,56.0
xneucwbwu,46.0
xneucwc17,47.0
xneucwc1d,46.0
xneucwc4b,61.0
xneucwzuj,52.0
xneucwzy2,52.0
xneucx03v,56.0
xneucx04y,55.0
xneucx067,48.0
xneucx082,48.0
xneucx0hx,51.0
xneucx0jb,56.0
xneucx0jq,52.0
xneucx0p1,51.0
xneucxp9f,51.0
xneucxpmf,53.0
xneucxqvg,49.0
xneucxr1g,51.0
xneucxvvm,50.0
xneucxw9k,49.0
xneucxwmm,49.0
xneucxy1t,50.0
xneucy2y7,62.0
xneucy36s,64.0
xneucy38q,61.0
xneucy3he,62.0
xneucy40e,46.0
xneucy40s,39.0
xneucy413,49.0
xneucy415,40.0
xneucy41d,51.0
xneucy41e,51.0
xneucy41g,58.0
xneucy41k,42.0
xneucy41n,43.0
xneucy41u,63.0
xneucy430,48.0
xneucy431,52.0
xneucy43u,53.0
xneucy44h,64.0
xneucy467,54.0
xneucy468,58.0
xneucy47g,58.0
xneucy49m,56.0
xneucy4n0,59.0
xneucy86p,61.0
xneucy88j,63.0
xneucy8kf,56.0
xneucy8pt,50.0
xneucyb41,51.0
xneud0n0g,43.0
xneud0nhs,36.0
xneud0npm,34.0
xneud0q69,35.0
xneud0qmm,36.77777777777778
xneud0qmw,35.0
xneud0qx0,37.0
xneud0u3q,43.202298850574714
xneud0u6y,43.134375
xneud0u7e,40.0
xneud0u7n,42.53863134657836
xneud0u7p,43.726027397260275
xneud0u7q,42.85457809694793
xneud0ud6,43.0
xneud0ud7,40.714285714285715
xneud0ud8,42.284615384615385
xneud0udb,42.86387434554974
xneud0ue0,43.18292682926829
xneud0ue3,43.1588785046729
xneud0w8g,37.0
xneud0wen,41.0
xneud0wvd,40.0
xneud0xp9,39.0
xneud0z2b,42.0
xneud0z3d,38.0
xneud0ze0,37.0
xneud0zub,39.0
xneud2bnc,40.0
xneud302c,37.0
xneud306z,42.0
xneud30su,48.0
xneud30yb,51.0
xneud32cq,49.0
xneud33hm,49.0
xneud33r7,53.0
xneud39d6,56.0
xneud39y1,58.0
xneud3f10,62.0
xneud3f19,59.0
xneud3f4y,62.0
xneud3fmp,56.0
xneud3fz8,52.0
xneud6547,49.0
xneud65mr,45.0
xneud65zc,40.0
xneud6k18,39.0
xneud6k19,35.666666666666664
xneud6k1c,39.0
xneud6k5x,37.0
xneud6ktf,37.0
xneud6t08,39.0
xneud6t6y,40.0
xneud6tve,39.0
xneud6y0v,43.0
xneud6yks,46.0
xneud6yxf,45.0
xneud7ndx,45.0
xneud7nu4,45.0
xneud7nvt,48.0
xneud7nyw,45.0
xneud7nzp,46.0
xneud7pp8,40.0
xneud7r1s,43.0
xneud7r5n,44.0
xneud7r5r,45.95238095238095
xneud7rm4,48.0
xneud7rrz,48.0
xneud7xdv,49.0
xneud7xy5,50.0
xneudeb19,51.0
xneudebkb,49.0
xneudp8md,52.0
xneudp8tq,50.0
xneudp9j2,50.0
xneudp9m3,50.0
xneudp9t3,49.0
xneudp9v2,56.0
xneudpdj2,54.0
xneudpdmm,56.0
xneudpdv6,58.0
xneudpem3,58.0
xneudpev2,59.0
xneudpsjq,59.0
xneudpstk,60.0
xneudptj4,59.0
xneudptmp,59.0
xneudptv5,57.0
xneudpwhz,62.0
xneudpwsu,53.0
xneudpxhc,52.0
xneudpxsb,47.0
xneudpxug,47.5
xneudpxuy,55.75
xneudpxv0,49.0
xneudpxwz,48.0
xneudpz9x,46.0
xneudpzg8,47.0
xneudpzu0,44.333333333333336
xneudpzu2,46.0
xneudpzuu,48.0
xneudr2vb,45.0
xneudr2vs,42.0
xneudr2wn,45.0
xneudr2xv,53.0
xneudr2yw,56.0
xneudr2zq,51.0
xneudr3j4,44.0
xneudr3j6,59.0
xneudr3jc,53.0
xneudr3jp,64.0
xneudr3jq,45.0
xneudr3jz,49.0
xneudr3m7,60.0
xneudr3mv,62.0
xneudr3nz,51.0
xneudr3x0,61.0
xneudr89y,55.0
xneudr8bn,52.0
xneudr8cn,48.0
xneudr8ev,55.0
xneudr8ey,60.142857142857146
xneudr8ez,54.333333333333336
xneudr8hu,49.0
xneudr8hv,59.0
xneudr8kx,60.0
xneudr8sb,52.0
xneudr8sm,61.0
xneudr8sn,56.0
xneudr8uc,46.0
xneudr8us,65.0
xneudr8v0,59.0
xneudr8yb,55.0
xneudr90p,56.0
xneudr912,48.0
xneudr916,66.0
xneudr918,59.64942528735632
xneudr919,74.0
xneudr91m,62.0
xneudr91r,55.0
xneudr92b,52.0
xneudr98t,62.0
xneudr9dn,61.0
xneudr9ez,62.0
xneudr9he,48.0
xneudr9ht,63.0
xneudr9kt,50.0
xneudr9kw,63.0
xneudr9st,59.0
xneudr9sx,55.0
xneudr9ut,54.0
xneudr9uw,53.0
xneudrbb9,61.0
xneudrbfb,56.0
xneudrbkd,54.0
xneudrbs2,56.0
xneudrbs8,55.0
xneudrbsn,57.0
xneudrd7g,54.0
xneudrden,53.0
xneudrdh9,56.0
xneudre48,48.0
xneudre65,44.0
xneudre9v,45.0
xneudrecs,40.333333333333336
xneudrpxd,45.0
xneudrpz3,48.0
xneudrpzw,50.0
xneudrr87,41.0
xneudrrcr,48.0
xneudrrd5,40.0
xneudrree,41.0
xneudrrgp,49.0
xneudrrsg,42.0
xneudrrt4,41.0
xneudrrtf,43.0
xneudrrxd,42.0
xneudrrys,48.0
xneudrrzk,52.0
xneudrs18,34.0
xneudrs32,36.0
xneudrs94,30.0
xneudrsbv,28.0
xneudrt1w,27.0
xneudrt6u,32.0
xneudrts4,34.0
xneudrtv1,37.0
xneudrwj6,37.0
xneudrwmn,37.0
xneudrwv4,34.0
xneudrx97,38.0
xneudrxcj,54.0
xneudrxe5,39.0
xneudrxfy,52.0
xneudrxjj,36.0
xneudrxkv,46.85
xneudrxse,44.0
xneudrxsk,34.0
xneudrxu9,35.0
xneudrxum,42.0
xneudrxuq,51.0
xneudrxuy,53.25
xneuds02n,49.0
xneuds0es,47.0
xneuds0zk,48.0
xneuds34e,48.0
xneuds3m6,44.0
xneuds3qt,38.69230769230769
xneuds3rp,34.0
xneuds995,33.0
xneuds9u4,37.0
xneudsdph,37.0
xneudsfd1,40.0
xneudsfuz,39.0
xneudsgrv,41.0
xneudt5fu,39.0
xneudthq5,40.0
xneudtkc7,40.0
xneudtmke,42.0
xneudtmzf,39.0
xneudtw13,39.0
xneudtw1d,38.666666666666664
xneudtw4m,34.0
xneudtwk5,36.0
xneudtwtb,32.0
xneudty8x,34.0
xneudtyup,33.0
xneudtzpy,33.0
xneudwp7e,30.0
xneudwprp,30.0
xneudwr92,30.0
xneudwrdd,30.0
xneudwrth,35.0
xneudwx8p,39.0
xneudwxfg,43.0
xneudwxvj,42.0
xneudwxyq,43.0
xneudwzbp,39.0
xneudx2j1,48.0
xneudx2n3,47.0
xneudx2n7,50.0
xneudx2ps,50.0
xneudx2q1,45.0
xneudx2w0,47.0
xneudx2y0,42.0
xneudx2ym,40.0
xneudx36x,47.18181818181818
xneudx36z,39.5
xneudx37p,33.666666666666664
xneudx37r,34.0
xneudx37s,32.791666666666664
xneudx37u,45.0
xneudx3d3,43.0
xneudx3d4,45.5
xneudx3d5,45.625
xneudx3d6,47.166666666666664
xneudx3d7,46.0
xneudx3d8,46.2
xneudx3d9,47.0
xneudx3db,41.666666666666664
xneudx3dc,41.36363636363637
xneudx3dd,46.666666666666664
xneudx3de,43.857142857142854
xneudx3df,42.5
xneudx3dg,33.333333333333336
xneudx3du,39.5
xneudx3e0,33.65
xneudx3e1,42.46153846153846
xneudx3e2,40.2
xneudx3e3,36.90909090909091
xneudx3e4,41.35294117647059
xneudx3e5,40.5
xneudx3e6,43.34782608695652
xneudx3e9,43.833333333333336
xneudx3ec,36.285714285714285
xneudx3ed,43.4
xneudx3ef,37.833333333333336
xneudx3gc,43.0
xneudx3gf,38.888888888888886
xneudx3h6,41.5
xneudx3hd,41.0
xneudx3hg,37.0
xneudx3hk,40.0
xneudx3hw,37.0
xneudx3j7,38.0
xneudx3kh,42.0
xneudx3kj,45.0
xneudx3km,47.0
xneudx3kq,46.333333333333336
xneudx3kr,44.0
xneudx3kx,41.0
xneudx3ky,35.0
xneudx3m0,31.0
xneudx3m4,30.0
xneudx3m6,31.0
xneudx3mm,38.0
xneudx3mn,46.0
xneudx3mx,49.0
xneudx3nd,38.0
xneudx3nj,42.0
xneudx3nz,42.0
xneudx3q8,41.0
xneudx3qj,35.0
xneudx3qu,40.0
xneudx3r6,44.0
xneudx3re,47.0
xneudx3rg,49.0
xneudx3rw,36.0
xneudx3rx,35.0
xneudx3ry,38.0
xneudx3s0,46.0
xneudx3s3,45.0
xneudx3s4,55.285714285714285
xneudx3s5,36.5
xneudx3s7,42.25
xneudx3s9,48.0
xneudx3sd,45.0
xneudx3sf,48.0
xneudx3sk,48.4
xneudx3sm,43.31428571428572
xneudx3sq,36.0
xneudx3sr,45.0
xneudx3st,59.0
xneudx3sw,40.775
xneudx3sx,45.0
xneudx3sy,43.7
xneudx3t4,50.0
xneudx3t7,53.0
xneudx3te,53.0
xneudx3ts,58.0
xneudx3tv,57.0
xneudx3u0,37.0
xneudx3u3,46.666666666666664
xneudx3u4,39.69230769230769
xneudx3u5,48.15384615384615
xneudx3u6,45.0
xneudx3u9,59.0
xneudx3up,51.0
xneudx3wj,62.0
xneudx3wm,61.0
xneudx3wy,61.0
xneudx3x2,34.0
xneudx3x8,34.0
xneudx3xg,68.0
xneudx3xj,63.0
xneudx3xk,65.0
xneudx3yf,29.0
xneudx3zr,48.0
xneudx6h6,63.0
xneudx6hk,59.5
xneudx6hs,53.5
xneudx6jj,60.0
xneudx6jy,53.0
xneudx6nr,63.0
xneudx6pn,49.0
xneudx6pr,47.666666666666664
xneudx80e,50.4
xneudx80k,48.0
xneudx80s,50.0
xneudx81u,50.0
xneudx854,56.0
xneudx857,58.5
xneudx85h,52.5
xneudx85k,48.6
xneudx85s,40.6
xneudx87c,42.333333333333336
xneudx87e,43.0
xneudx8eh,43.0
xneudx8fs,46.0
xneudx8h7,35.0
xneudx8he,43.25
xneudx8hh,43.0
xneudx8hk,45.0
xneudx8hq,40.0
xneudx8hs,48.0
xneudx8hu,50.5
xneudx8hv,49.0
xneudx8hw,46.0
xneudx8jj,51.0
xneudx8jm,50.0
xneudx8jn,51.833333333333336
xneudx8jx,51.0
xneudx8k1,45.25
xneudx8k2,45.0
xneudx8k5,45.0
xneudx8km,42.0
xneudx8kr,38.0
xneudx8mb,49.0
xneudx8nr,51.0
xneudx8nz,55.0
xneudx8pm,56.666666666666664
xneudx8pp,53.0
xneudx8py,57.0
xneudx8q2,52.0
xneudx8qc,52.0
xneudx8r0,54.0
xneudx8r1,59.0
xneudx8r2,55.0
xneudx8r3,57.0
xneudx8rc,57.0
xneudx8rg,58.0
xneudx8rx,57.0
xneudx8sd,36.0
xneudx8sv,34.0
xneudx8v0,38.0
xneudx8ve,39.0
xneudx8vt,38.0
xneudx8yq,50.291666666666664
xneudx8yw,54.43589743589744
xneudx8yx,45.8
xneudx8yy,47.333333333333336
xneudx8yz,59.25
xneudx8z4,50.0
xneudx8z6,49.0
xneudx8zc,56.0
xneudx8zd,54.0
xneudx8zn,50.76923076923077
xneudx8zq,58.0
xneudx8zu,46.0
xneudx8zz,49.0
xneudx91f,43.0
xneudx91s,47.0
xneudx91u,46.0
xneudx91w,49.0
xneudx92b,43.875
xneudx92d,41.0
xneudx92e,48.0
xneudx92h,40.0
xneudx92j,39.0
xneudx92k,49.0
xneudx92n,37.0
xneudx931,48.0
xneudx932,52.0
xneudx93j,46.0
xneudx941,38.0
xneudx948,42.0
xneudx953,43.0
xneudx983,74.0
xneudx984,72.0
xneudx986,72.0
xneudx98k,70.0
xneudx98n,43.0
xneudx98t,68.0
xneudx98y,65.0
xneudx99n,62.0
xneudx99q,63.0
xneudx99w,63.0
xneudx9dn,58.0
xneudx9dq,56.0
xneudx9dw,52.0
xneudx9ep,50.0
xneudx9er,53.0
xneudx9g8,49.0
xneudx9gc,51.0
xneudx9hg,39.0
xneudx9hm,37.41379310344828
xneudx9hq,37.0
xneudx9ht,31.0
xneudx9hy,36.0
xneudx9j3,35.0
xneudx9je,36.0
xneudx9jh,36.0
xneudx9jj,37.0
xneudx9jm,38.0
xneudx9js,36.0
xneudx9n8,41.6
xneudx9nb,54.0
xneudx9p1,51.0
xneudx9p8,50.0
xneudx9p9,52.0
xneudx9pd,49.0
xneudx9qb,35.0
xneudx9qu,32.0
xneudx9qz,30.0
xneudx9u4,48.0
xneudx9u7,49.0
xneudx9uu,46.0
xneudx9vj,43.0
xneudx9vv,43.0
xneudx9vw,43.0
xneudx9x0,36.0
xneudx9x1,41.0
xneudx9xh,44.0
xneudx9yq,39.0
xneudx9z6,58.333333333333336
xneudx9z7,58.0
xneudx9z9,44.0
xneudx9zf,56.5
xneudx9zg,55.666666666666664
xneudx9zk,57.0
xneudx9zs,57.0
xneudx9zt,39.0
xneudx9zu,63.5
xneudx9zv,59.666666666666664
xneudx9zy,66.0
xneudx9zz,44.0
xneudxb20,56.0
xneudxb29,53.0
xneudxb2f,58.0
xneudxb3k,55.0
xneudxb6p,58.0
xneudxb6x,58.0
xneudxb7p,48.0
xneudxb7w,52.0
xneudxb7y,57.5
xneudxb7z,59.0
xneudxbs0,60.0
xneudxbs3,65.0
xneudxbsu,67.0
xneudxbtm,65.0
xneudxbtw,73.0
xneudxbwp,74.0
xneudxbwx,75.0
xneudxbxz,86.0
xneudxbz2,84.0
xneudxcb6,57.5
xneudxcbc,61.0
xneudxcbf,55.0
xneudxcbk,50.0
xneudxcbn,40.0
xneudxcc3,67.0
xneudxcc9,67.0
xneudxccr,53.0
xneudxcep,59.0
xneudxcew,59.0
xneudxcez,58.0
xneudxcf1,66.0
xneudxcf3,65.0
xneudxcfb,60.0
xneudxcu0,53.0
xneudxcu2,54.0
xneudxcu9,53.0
xneudxcuf,48.0
xneudxcv7,41.0
xneudxcve,38.0
xneudxcvf,37.0
xneudxcy6,40.0
xneudxcy7,44.0
xneudxcyg,44.0
xneudxcz5,45.0
xneudxczs,45.0
xneudxd0p,48.0
xneudxd21,64.0
xneudxd22,46.125
xneudxd24,47.0
xneudxd26,68.4375
xneudxd27,60.5
xneudxd2b,40.0
xneudxd2d,61.0
xneudxd37,58.0
xneudxd3t,42.0
xneudxd3v,42.0
xneudxd61,42.0
xneudxd6u,44.0
xneudxd6w,40.0
xneudxd6y,49.5
xneudxd7k,45.0
xneudxd7m,42.0
xneudxdkp,62.0
xneudxdkx,65.0
xneudxdky,40.0
xneudxdmp,43.0
xneudxdp6,62.0
xneudxdp8,65.0
xneudxdpb,50.0
xneudxdpf,44.0
xneudxdpm,67.0
xneudxdpp,64.0
xneudxdpq,65.0
xneudxdpr,56.0
xneudxdps,50.0
xneudxdpt,52.0
xneudxdqv,67.0
xneudxdqw,65.0
xneudxdqx,58.0
xneudxdr0,61.0
xneudxdr2,58.0
xneudxdr4,60.0
xneudxdr5,65.0
xneudxdrh,61.333333333333336
xneudxdrq,57.0
xneudxdrx,59.0
xneudxdt9,65.0
xneudxdw9,45.0
xneudxdwb,62.0
xneudxdx0,60.0
xneudxdx1,40.0
xneudxdx2,57.0
xneudxdx5,64.0
xneudxdx8,56.0
xneudxdxb,56.0
xneudxf4e,55.0
xneudxf5w,56.0
xneudxf8k,45.0
xneudxf8s,40.0
xneudxf9q,65.0
xneudxf9y,49.0
xneudxfdy,43.0
xneudxfgc,65.0
xneudxfgd,46.0
xneudxfk6,57.0
xneudxfmp,61.0
xneudxfte,56.0
xneudxfts,59.333333333333336
xneudxfty,49.0
xneudxfu8,46.0
xneudxfv7,48.0
xneudxfy5,64.0
xneudxfzk,60.0
xneudyb4f,41.0
xneudybnj,43.0
xneudz039,44.0
xneudz0mm,47.0
xneudz293,49.0
xneudz2th,48.0
xneudz2zb,44.0
xneudz3xe,37.0
xneudz3yu,36.0
xneudz6jx,38.0
xneudz6sk,40.0
xneudz754,41.0
xneudz798,41.0
xneudz7bk,39.0
xneudz8b2,38.5
xneudz8bc,36.0
xneudz8cw,38.0
xneudz92c,38.0
xneudzhrd,45.0
xneudzhxk,44.0
xneudzhzb,47.0
xneudzk9x,49.0
xneudzkex,53.0
xneudzktr,53.0
xneudzkwp,51.0
xneudzs9x,48.0
xneudzsb0,50.0
xneudzsdz,47.0
xneudzssz,48.0
xneudzsy8,48.0
xneudzszc,47.0
xneudzszv,38.0
xneudztpt,36.0
xneudztrq,38.0
xneudztx6,37.910614525139664
xneudztxd,42.0
xneudztxm,45.0
xneudztz3,46.0
xneudztz6,40.0
xneudztzk,35.5
xneudztzm,33.0
xneudzube,44.0
xneudzubk,39.0
xneudzufn,36.0
xneudzufw,44.0
xneudzuuz,43.0
xneudzvh2,37.0
xneudzvnd,40.0
xneudzvp4,40.0
xneudzy02,40.0
xneudzy4d,38.0
xneudzyjh,37.0
xneudzypy,41.0
xneuf0218,58.0
xneuf021b,36.0
xneuf021e,41.0
xneuf021k,59.0
xneuf021v,50.0
xneuf021y,57.0
xneuf024m,42.0
xneuf024q,58.0
xneuf024t,57.0
xneuf024w,50.528301886792455
xneuf02hb,50.0
xneuf02hf,62.0
xneuf02hv,66.85714285714286
xneuf02hw,49.0
xneuf02hz,62.0
xneuf02k8,50.5
xneuf02k9,51.0
xneuf02s3,50.0
xneuf02s9,62.0
xneuf02u7,49.0
xneuf02u9,63.0
xneuf02us,65.2
xneuf02ut,61.0
xneuf03hr,49.0
xneuf03hx,59.0
xneuf03sh,48.0
xneuf03sm,60.0
xneuf065c,48.0
xneuf067x,45.0
xneuf06eb,59.0
xneuf06gm,42.0
xneuf06gx,58.0
xneuf06h4,63.0
xneuf0771,39.0
xneuf077w,53.0
xneuf07eh,46.0
xneuf07gm,52.0
xneuf0k54,46.0
xneuf0k7k,50.0
xneuf0ke0,42.0
xneuf0kg6,49.0
xneuf0kgp,45.0
xneuf0m72,52.0
xneuf0m7j,46.0
xneuf0m7w,55.666666666666664
xneuf0m7y,54.5
xneuf0meb,50.0
xneuf0met,50.0
xneuf0mgh,50.0
xneuf0mgq,53.0
xneuf0q75,50.0
xneuf0q7k,57.0
xneuf0qg6,52.0
xneuf0qg7,58.0
xneuf0r5m,52.0
xneuf0r76,49.72727272727273
xneuf0r77,59.0
xneuf0r7m,48.0
xneuf0rg2,45.0
xneuf0rg6,60.0
xneuf1bj8,41.0
xneuf1bmg,45.0
xneuf1bw5,47.0
xneuf1bwh,54.125
xneuf1bwm,56.0
xneuf1by2,58.0
xneuf1bys,55.0
xneuf1cns,54.0
xneuf1crn,59.0
xneuf1cz3,59.0
xneuf1fpx,62.0
xneuf1fxx,63.0
xneuf1gr2,58.0
xneuf1gyf,54.0
xneuf1uqt,53.0
xneuf1uyn,52.0
xneuf1vmz,52.0
xneuf1vvr,54.0
xneuf1ymp,54.0
xneuf1yuv,60.0
xneuf1zgd,53.0
xneuf1zk2,57.0
xneuf1zkp,54.0
xneuf21xm,46.0
xneuf21z1,47.0
xneuf225m,45.0
xneuf2273,59.0
xneuf22em,50.5
xneuf2356,43.0
xneuf2358,54.0
xneuf2378,54.5
xneuf2379,52.0
xneuf237d,52.0
xneuf237p,47.111111111111114
xneuf237q,41.0
xneuf237r,44.0
xneuf238v,46.0
xneuf23dm,47.0
xneuf23e0,46.0
xneuf23e3,51.0
xneuf23e7,48.0
xneuf23fu,65.0
xneuf23g1,47.0
xneuf23gj,62.0
xneuf23gk,71.5
xneuf23gp,59.0
xneuf24gg,35.0
xneuf24gs,31.0
xneuf24gu,38.0
xneuf24p6,45.0
xneuf24rd,44.0
xneuf24s5,57.5
xneuf24sk,54.0
xneuf24sn,39.0
xneuf24sq,41.0
xneuf24sr,45.75
xneuf24ss,53.0
xneuf24sv,43.0
xneuf24sw,36.666666666666664
xneuf24sx,51.0
xneuf24sy,45.0
xneuf24sz,49.333333333333336
xneuf24t4,56.0
xneuf24t7,46.5
xneuf24t8,47.0
xneuf24t9,55.0
xneuf24tb,47.5
xneuf24tc,39.5
xneuf24td,42.0
xneuf24te,40.0
xneuf24tg,37.0
xneuf24th,40.0
xneuf24tj,52.0
xneuf24tm,41.0
xneuf24tn,40.857142857142854
xneuf24tp,48.0
xneuf24tq,41.53846153846154
xneuf24tr,45.666666666666664
xneuf24ts,40.2
xneuf24tt,49.6
xneuf24tu,39.0
xneuf24tv,42.38461538461539
xneuf24tw,48.48275862068966
xneuf24tx,42.85
xneuf24ty,39.785714285714285
xneuf24tz,47.44444444444444
xneuf24u3,36.0
xneuf24u8,52.0
xneuf24u9,51.5
xneuf24ub,51.5
xneuf24uc,49.333333333333336
xneuf24uf,38.0
xneuf24ug,48.5
xneuf24uh,39.0
xneuf24um,46.75
xneuf24un,39.5
xneuf24uq,34.75
xneuf24ur,43.0
xneuf24us,50.6
xneuf24ut,47.5
xneuf24uu,51.0
xneuf24uv,44.6
xneuf24uw,32.0
xneuf24ux,52.125
xneuf24uy,45.0
xneuf24v0,46.5
xneuf24v1,46.5
xneuf24v2,47.25
xneuf24v3,43.9
xneuf24v4,40.5
xneuf24v6,40.5
xneuf24v7,40.642857142857146
xneuf24v8,50.5
xneuf24v9,41.28333333333333
